CAMPUS_ID|NEIGHBORHOOD|RESIDENCE HALL
2049668|East Neighborhood 2|Giles
2051238|East Neighborhood 4|Bell Tower
2075553|East Neighborhood 3|Gilbert-Addoms
2085813|East Neighborhood 1|Brown
2055128|East Neighborhood 1|Alspaugh
2060918|East Neighborhood 2|Wilson House
2074163|East Neighborhood 4|Bell Tower
2074588|East Neighborhood 1|Bassett
2083561|East Neighborhood 1|Brown
2054012|East Neighborhood 3|Southgate
2063611|East Neighborhood 1|Alspaugh
2083816|East Neighborhood 4|Blackwell
2076495|East Neighborhood 2|Giles
2083001|East Neighborhood 4|Bell Tower
2051138|East Neighborhood 1|Alspaugh
2062557|East Neighborhood 4|Blackwell
2082653|East Neighborhood 1|Pegram
2091301|East Neighborhood 4|Blackwell
2082210|East Neighborhood 1|Alspaugh
2052566|East Neighborhood 2|Wilson House
2091023|East Neighborhood 4|Randolph
2089341|East Neighborhood 3|Gilbert-Addoms
2087552|East Neighborhood 2|Jarvis
2012150|Edens Quad|House 3B
2013647|Few Quad|House FF
2015295|Edens Quad|House 2C
1977616|Keohane Quad|House 4B
2000993|Edens Quad|House 3B
2026227|Keohane Quad|House 4E
2024236|Wannamaker Quad|Wannamaker
2012021|Central Campus|220 Alexander
2006705|Craven Quad|House A
2018756|Few Quad|House GG
2007874|Kilgo Quad|House P
2004943|Kilgo Quad|House M
2035386|Few Quad|House HH
2028354|Kilgo Quad|House N
2022106|Edens Quad|House 3B
2019052|Crowell Quad|House CC
1982205|Kilgo Quad|House P
2027293|Keohane Quad|House 4B
2010805|Central Campus|314 Anderson
2013165|Edens Quad|House 3B
1980645|Craven Quad|House T
2051274|East Neighborhood 2|Jarvis
2051678|East Neighborhood 1|Pegram
2048177|East Neighborhood 3|Gilbert-Addoms
2048691|East Neighborhood 3|Southgate
2054027|East Neighborhood 4|Blackwell
2050460|East Neighborhood 1|Bassett
2050096|East Neighborhood 4|Blackwell
2049523|East Neighborhood 2|Aycock
2048961|East Neighborhood 4|Randolph
2054430|East Neighborhood 2|Aycock
2048142|East Neighborhood 1|Brown
2048291|East Neighborhood 2|Wilson House
2052909|East Neighborhood 4|Blackwell
2051762|East Neighborhood 3|Gilbert-Addoms
2049495|East Neighborhood 1|Alspaugh
2054009|East Neighborhood 3|Gilbert-Addoms
2046133|East Neighborhood 4|Randolph
2046075|East Neighborhood 4|Blackwell
2050690|East Neighborhood 2|Aycock
2049081|East Neighborhood 2|Giles
2049104|East Neighborhood 4|Bell Tower
2053365|East Neighborhood 3|Gilbert-Addoms
2052661|East Neighborhood 2|Epworth
2048016|East Neighborhood 4|Randolph
2048798|East Neighborhood 3|Southgate
2048355|East Neighborhood 3|Gilbert-Addoms
2053490|East Neighborhood 2|Giles
2050374|East Neighborhood 3|Southgate
2051139|East Neighborhood 2|Giles
2051229|East Neighborhood 1|Bassett
2053288|East Neighborhood 2|Jarvis
2053863|East Neighborhood 4|Blackwell
2048027|East Neighborhood 1|Bassett
2052991|East Neighborhood 4|Blackwell
2051247|East Neighborhood 4|Bell Tower
2051022|East Neighborhood 1|Brown
2048844|East Neighborhood 4|Blackwell
2050818|East Neighborhood 3|Southgate
2053364|East Neighborhood 1|Brown
2049655|East Neighborhood 1|Brown
2048543|East Neighborhood 3|Southgate
2054146|East Neighborhood 4|Blackwell
2052956|East Neighborhood 3|Gilbert-Addoms
2061068|East Neighborhood 1|Alspaugh
2069833|East Neighborhood 2|Giles
2088492|East Neighborhood 3|Southgate
2084699|East Neighborhood 1|Pegram
2104402|Wannamaker Quad|Wannamaker
2104408|Wannamaker Quad|Wannamaker
2104410|Crowell Quad|House BB
2087051|East Neighborhood 2|Aycock
2087675|East Neighborhood 1|Bassett
2058845|East Neighborhood 4|Randolph
2078716|East Neighborhood 1|Bassett
2076381|East Neighborhood 1|Bassett
2073772|East Neighborhood 4|Bell Tower
2086453|East Neighborhood 2|Giles
2062745|East Neighborhood 1|Pegram
2080225|East Neighborhood 2|Wilson House
2083082|East Neighborhood 3|Southgate
2074769|East Neighborhood 4|Randolph
2082047|East Neighborhood 2|Aycock
2088674|East Neighborhood 2|Giles
2024879|Craven Quad|House B
2013709|Kilgo Quad|House I
2020061|Central Campus|2011 Yearby
2006701|Craven Quad|House D
2010629|Kilgo Quad|House L
2020884|Wannamaker Quad|Wannamaker
2024153|East Neighborhood 4|Randolph
1978134|Crowell Quad|House CC
1999014|Kilgo Quad|House J
2011735|Kilgo Quad|House L
2012513|Wannamaker Quad|Wannamaker
2015733|Keohane Quad|House 4B
2018072|Central Campus|1700 Pace
2020495|Few Quad|House HH
2021323|Wannamaker Quad|Wannamaker
2021718|Central Campus|1911 Yearby
2021798|Few Quad|House HH
2028251|Central Campus|1712 Pace
2008121|Crowell Quad|House DD
2007889|Kilgo Quad|House I
2013766|East Neighborhood 4|Blackwell
2014155|Central Campus|220 Alexander
2049113|East Neighborhood 2|Aycock
2049164|East Neighborhood 2|Wilson House
2049459|East Neighborhood 2|Wilson House
2049522|East Neighborhood 1|Bassett
2050216|East Neighborhood 3|Gilbert-Addoms
2050583|East Neighborhood 3|Gilbert-Addoms
2050644|East Neighborhood 4|Randolph
2051331|East Neighborhood 4|Randolph
2051537|East Neighborhood 1|Alspaugh
2053087|East Neighborhood 1|Pegram
2053129|East Neighborhood 3|Gilbert-Addoms
2045934|East Neighborhood 2|Aycock
2046947|East Neighborhood 4|Blackwell
2048269|East Neighborhood 4|Bell Tower
2048353|East Neighborhood 4|Bell Tower
2048655|East Neighborhood 1|Alspaugh
2049332|East Neighborhood 1|Pegram
2049784|East Neighborhood 4|Blackwell
2049861|East Neighborhood 3|Gilbert-Addoms
2049894|East Neighborhood 2|Aycock
2051069|East Neighborhood 2|Epworth
2051101|East Neighborhood 4|Bell Tower
2053993|East Neighborhood 3|Southgate
2051217|East Neighborhood 4|Randolph
2051234|East Neighborhood 1|Pegram
2048647|East Neighborhood 3|Southgate
2050599|East Neighborhood 2|Wilson House
2054555|East Neighborhood 2|Wilson House
2054099|East Neighborhood 1|Brown
2050704|East Neighborhood 3|Gilbert-Addoms
2050646|East Neighborhood 4|Blackwell
2053242|East Neighborhood 2|Wilson House
2049868|East Neighborhood 2|Wilson House
2051684|East Neighborhood 4|Randolph
2049566|East Neighborhood 4|Bell Tower
2053899|East Neighborhood 2|Giles
2050311|East Neighborhood 2|Epworth
2053362|East Neighborhood 1|Pegram
2049888|East Neighborhood 4|Randolph
2053976|East Neighborhood 1|Bassett
2049681|East Neighborhood 4|Blackwell
2048796|East Neighborhood 1|Alspaugh
2053064|East Neighborhood 1|Pegram
2063729|East Neighborhood 1|Alspaugh
2065037|East Neighborhood 1|Alspaugh
2072421|East Neighborhood 4|Randolph
2084605|East Neighborhood 2|Giles
2087797|East Neighborhood 1|Alspaugh
2070233|East Neighborhood 4|Bell Tower
2068538|East Neighborhood 3|Southgate
2076210|East Neighborhood 3|Gilbert-Addoms
2075953|East Neighborhood 1|Pegram
2076764|East Neighborhood 2|Jarvis
2088344|East Neighborhood 2|Jarvis
2084613|East Neighborhood 2|Jarvis
2074434|East Neighborhood 1|Bassett
2104441|Wannamaker Quad|Wannamaker
2052150|East Neighborhood 3|Gilbert-Addoms
2056730|East Neighborhood 4|Blackwell
2058252|East Neighborhood 4|Blackwell
2065581|East Neighborhood 4|Randolph
2072651|East Neighborhood 3|Gilbert-Addoms
2084425|East Neighborhood 2|Aycock
2014485|Edens Quad|House 1B
2017527|Central Campus|2011 Yearby
2023524|Keohane Quad|House 4A
1975397|Central Campus|1700 Pace
1998821|Craven Quad|House E
2015710|Central Campus|1914 Lewis
2024822|Few Quad|House FF
2025611|Few Quad|House HH
2026185|Edens Quad|House 3A
2004934|Few Quad|House FF
2011322|Kilgo Quad|House P
2024390|Craven Quad|House F
2024951|Crowell Quad|House G
2027538|Keohane Quad|House 4B
2028442|Keohane Quad|House 4A
2029737|Keohane Quad|House 4E
2014082|Few Quad|House HH
2018094|East Neighborhood 3|Gilbert-Addoms
1982385|Few Quad|House GG
2005127|Edens Quad|House 2A
2020856|Edens Quad|House 3A
2051162|East Neighborhood 1|Bassett
2052988|East Neighborhood 4|Randolph
2053394|East Neighborhood 1|Pegram
2051321|East Neighborhood 2|Jarvis
2048478|East Neighborhood 4|Randolph
2048526|East Neighborhood 1|Bassett
2049096|East Neighborhood 1|Brown
2049318|East Neighborhood 2|Jarvis
2049530|East Neighborhood 4|Bell Tower
2049905|East Neighborhood 2|Wilson House
2050362|East Neighborhood 4|Bell Tower
2050366|East Neighborhood 2|Aycock
2050466|East Neighborhood 2|Aycock
2050525|East Neighborhood 1|Pegram
2050652|East Neighborhood 1|Pegram
2050748|East Neighborhood 1|Bassett
2050764|East Neighborhood 4|Bell Tower
2051535|East Neighborhood 4|Randolph
2051901|East Neighborhood 3|Southgate
2052500|East Neighborhood 4|Blackwell
2052638|East Neighborhood 2|Giles
2047259|East Neighborhood 1|Bassett
2054015|East Neighborhood 4|Blackwell
2051438|East Neighborhood 3|Southgate
2048391|East Neighborhood 1|Bassett
2054078|East Neighborhood 4|Randolph
2055073|East Neighborhood 4|Bell Tower
2049470|East Neighborhood 1|Brown
2053031|East Neighborhood 1|Bassett
2050223|East Neighborhood 1|Pegram
2053347|East Neighborhood 3|Gilbert-Addoms
2050024|East Neighborhood 4|Bell Tower
2053043|East Neighborhood 2|Jarvis
2054460|East Neighborhood 2|Wilson House
2048820|East Neighborhood 3|Southgate
2048759|East Neighborhood 1|Bassett
2050358|East Neighborhood 4|Bell Tower
2050673|East Neighborhood 1|Alspaugh
2054375|East Neighborhood 1|Alspaugh
2051108|East Neighborhood 1|Alspaugh
2050647|East Neighborhood 3|Gilbert-Addoms
2054109|East Neighborhood 3|Gilbert-Addoms
2091548|East Neighborhood 4|Randolph
2064951|East Neighborhood 2|Epworth
2059027|East Neighborhood 3|Southgate
2083385|East Neighborhood 1|Bassett
2065683|East Neighborhood 4|Randolph
2075046|East Neighborhood 4|Bell Tower
2084561|East Neighborhood 1|Bassett
2076450|East Neighborhood 4|Blackwell
2052308|East Neighborhood 2|Aycock
2070360|East Neighborhood 4|Randolph
2079687|East Neighborhood 1|Brown
2078449|East Neighborhood 2|Jarvis
2087751|East Neighborhood 4|Bell Tower
2046790|East Neighborhood 2|Jarvis
2064157|East Neighborhood 3|Southgate
2083603|East Neighborhood 2|Jarvis
2082930|East Neighborhood 1|Alspaugh
2061096|East Neighborhood 4|Bell Tower
2092999|East Neighborhood 3|Southgate
2057888|East Neighborhood 1|Alspaugh
2089782|East Neighborhood 4|Bell Tower
1983206|Central Campus|1700 Pace
2027373|Kilgo Quad|House O
2028646|Keohane Quad|House 4A
2036955|Wannamaker Quad|Wannamaker
2025325|Few Quad|House GG
2021890|Few Quad|House GG
2020911|Few Quad|House GG
2027646|Crowell Quad|House H
2008154|Edens Quad|House 2A
2021932|Edens Quad|House 2C
2010653|Kilgo Quad|House M
2025558|Crowell Quad|House CC
2013995|Edens Quad|House 3B
2014225|Keohane Quad|House 4B
2004098|Keohane Quad|House 4D
2012156|Keohane Quad|House 4D
2028933|Keohane Quad|House 4B
2013013|Edens Quad|House 1A
2022938|Central Campus|2011 Yearby
2028833|Few Quad|House GG
2011886|Keohane Quad|House 4D
2048107|East Neighborhood 1|Bassett
2048538|East Neighborhood 2|Giles
2049819|East Neighborhood 1|Alspaugh
2049878|East Neighborhood 2|Aycock
2050557|East Neighborhood 1|Alspaugh
2050998|East Neighborhood 1|Pegram
2051102|East Neighborhood 1|Pegram
2051205|East Neighborhood 1|Bassett
2051222|East Neighborhood 3|Gilbert-Addoms
2052363|East Neighborhood 3|Gilbert-Addoms
2052686|East Neighborhood 3|Gilbert-Addoms
2048097|East Neighborhood 4|Blackwell
2048940|East Neighborhood 4|Blackwell
2049170|East Neighborhood 4|Randolph
2049777|East Neighborhood 3|Gilbert-Addoms
2049945|East Neighborhood 3|Southgate
2046052|East Neighborhood 4|Bell Tower
2046402|East Neighborhood 4|Randolph
2046738|East Neighborhood 4|Blackwell
2047010|East Neighborhood 4|Bell Tower
2047021|East Neighborhood 2|Jarvis
2054434|East Neighborhood 3|Gilbert-Addoms
2051107|East Neighborhood 4|Bell Tower
2052543|East Neighborhood 1|Brown
2056180|East Neighborhood 4|Randolph
2049746|East Neighborhood 2|Jarvis
2053473|East Neighborhood 4|Blackwell
2053007|East Neighborhood 2|Epworth
2094889|Edens Quad|House 2C
2036904|East Neighborhood 2|Wilson House
2053960|East Neighborhood 4|Blackwell
2051009|East Neighborhood 3|Gilbert-Addoms
2096352|Central Campus|1914 Lewis
2046685|Central Campus|301 Swift
1578676|Central Campus|301 Swift
2053735|Central Campus|301 Swift
2056520|Central Campus|301 Swift
2051703|East Neighborhood 3|Southgate
2052214|East Neighborhood 4|Randolph
2060867|East Neighborhood 4|Blackwell
2048383|East Neighborhood 2|Giles
2052542|East Neighborhood 2|Giles
2066353|East Neighborhood 4|Bell Tower
2066384|East Neighborhood 4|Bell Tower
2080944|East Neighborhood 4|Blackwell
2065810|East Neighborhood 1|Bassett
2092578|East Neighborhood 1|Brown
2092589|East Neighborhood 2|Giles
2073889|East Neighborhood 3|Southgate
2079779|East Neighborhood 4|Bell Tower
2081420|East Neighborhood 1|Bassett
2082374|East Neighborhood 3|Gilbert-Addoms
2073197|East Neighborhood 1|Bassett
2085745|East Neighborhood 1|Alspaugh
2073988|East Neighborhood 2|Wilson House
2079443|East Neighborhood 3|Gilbert-Addoms
2052501|East Neighborhood 3|Gilbert-Addoms
2056953|East Neighborhood 3|Southgate
2080715|East Neighborhood 3|Gilbert-Addoms
2071865|East Neighborhood 1|Pegram
2060950|East Neighborhood 1|Brown
2083804|East Neighborhood 4|Randolph
2073053|East Neighborhood 3|Southgate
2012502|Few Quad|House GG
2011060|Crowell Quad|House H
2011903|Crowell Quad|House CC
2012110|Central Campus|206 Oregon
2010696|Few Quad|House FF
2026862|Craven Quad|House B
2028648|Keohane Quad|House 4E
2005226|Edens Quad|House 2C
2015848|Central Campus|2011 Yearby
2025511|Wannamaker Quad|Wannamaker
2028906|Edens Quad|House 3A
2028920|Few Quad|House HH
2024673|Edens Quad|House 1C
2012532|Edens Quad|House 1C
2014328|Central Campus|204 Alexander
2021220|Keohane Quad|House 4D
2002125|Craven Quad|House E
2024329|Central Campus|1915 Erwin
1994087|Keohane Quad|House 4B
2028598|Craven Quad|House F
2038535|Few Quad|House HH
1915608|Craven Quad|House E
2048415|East Neighborhood 2|Giles
2049091|East Neighborhood 3|Gilbert-Addoms
2049155|East Neighborhood 3|Southgate
2049295|East Neighborhood 3|Southgate
2049342|East Neighborhood 4|Bell Tower
2049744|East Neighborhood 1|Alspaugh
2050325|East Neighborhood 1|Alspaugh
2050623|East Neighborhood 3|Gilbert-Addoms
2050674|East Neighborhood 1|Pegram
2050808|East Neighborhood 1|Bassett
2051115|East Neighborhood 2|Aycock
2051142|East Neighborhood 3|Gilbert-Addoms
2052929|East Neighborhood 4|Blackwell
2053055|East Neighborhood 3|Gilbert-Addoms
2053350|East Neighborhood 2|Giles
2053973|East Neighborhood 4|Blackwell
2054213|East Neighborhood 3|Gilbert-Addoms
2054394|East Neighborhood 1|Alspaugh
2054485|East Neighborhood 3|Gilbert-Addoms
2046715|East Neighborhood 1|Alspaugh
2047538|East Neighborhood 4|Bell Tower
2073723|East Neighborhood 1|Bassett
2088433|East Neighborhood 1|Pegram
2051854|East Neighborhood 4|Bell Tower
2084358|East Neighborhood 2|Giles
2046378|East Neighborhood 4|Bell Tower
2074619|East Neighborhood 2|Epworth
2050513|East Neighborhood 4|Blackwell
2054528|East Neighborhood 2|Wilson House
2053211|East Neighborhood 1|Brown
2054659|East Neighborhood 3|Southgate
2057149|East Neighborhood 3|Gilbert-Addoms
2061562|East Neighborhood 4|Randolph
2071908|East Neighborhood 1|Pegram
2071998|East Neighborhood 3|Gilbert-Addoms
2046792|East Neighborhood 4|Bell Tower
2072840|East Neighborhood 2|Giles
2061289|East Neighborhood 1|Bassett
2081201|East Neighborhood 4|Blackwell
2086386|East Neighborhood 4|Bell Tower
2090041|East Neighborhood 4|Bell Tower
2083871|East Neighborhood 4|Blackwell
2076949|Central Campus|301 Swift
2056567|East Neighborhood 4|Bell Tower
2049154|East Neighborhood 1|Bassett
2055281|East Neighborhood 2|Giles
2064589|East Neighborhood 1|Pegram
2067340|East Neighborhood 3|Gilbert-Addoms
2079667|East Neighborhood 2|Aycock
2083105|East Neighborhood 2|Giles
2085253|East Neighborhood 3|Gilbert-Addoms
2056199|East Neighborhood 4|Bell Tower
2060183|East Neighborhood 1|Brown
2061159|East Neighborhood 1|Bassett
2065048|East Neighborhood 3|Southgate
2059453|East Neighborhood 1|Alspaugh
2067478|East Neighborhood 1|Pegram
2076433|East Neighborhood 1|Pegram
2078802|East Neighborhood 3|Southgate
2075380|East Neighborhood 4|Randolph
2075713|East Neighborhood 3|Southgate
2073935|East Neighborhood 1|Bassett
2075465|East Neighborhood 1|Alspaugh
1490500|East Neighborhood 2|Aycock
2010467|Central Campus|1911 Yearby
2028439|Craven Quad|House C
2015284|Edens Quad|House 3A
2005872|Edens Quad|House 2A
2031806|East Neighborhood 4|Bell Tower
2014078|Central Campus|1915 Erwin
2028966|Crowell Quad|House G
2014844|Few Quad|House HH
1977908|Crowell Quad|House G
2024539|Crowell Quad|House EE
2027149|Few Quad|House FF
2028260|Craven Quad|House B
1607479|Few Quad|House FF
2022485|Edens Quad|House 2C
2025980|Central Campus|209 Alexander
2000687|Crowell Quad|House CC
2006804|East Neighborhood 3|Gilbert-Addoms
2020743|Central Campus|1915 Erwin
2039008|Keohane Quad|House 4B
2010827|Wannamaker Quad|Wannamaker
2047573|East Neighborhood 1|Bassett
2047892|East Neighborhood 4|Blackwell
2048988|East Neighborhood 4|Bell Tower
2049346|East Neighborhood 4|Bell Tower
2049646|East Neighborhood 2|Wilson House
2049891|East Neighborhood 3|Southgate
2049922|East Neighborhood 1|Pegram
2049984|East Neighborhood 1|Brown
2050114|East Neighborhood 4|Randolph
2050210|East Neighborhood 3|Gilbert-Addoms
2050654|East Neighborhood 1|Bassett
2050726|East Neighborhood 3|Gilbert-Addoms
2050729|East Neighborhood 3|Gilbert-Addoms
2050781|East Neighborhood 1|Brown
2051014|East Neighborhood 1|Brown
2051044|East Neighborhood 1|Pegram
2051084|East Neighborhood 4|Bell Tower
2051170|East Neighborhood 2|Aycock
2051194|East Neighborhood 1|Bassett
2053220|East Neighborhood 2|Giles
2053299|East Neighborhood 3|Southgate
2064940|East Neighborhood 1|Alspaugh
2089690|East Neighborhood 2|Giles
2063635|East Neighborhood 3|Gilbert-Addoms
2090289|East Neighborhood 1|Pegram
2048568|East Neighborhood 1|Brown
2049816|East Neighborhood 1|Alspaugh
2050221|East Neighborhood 2|Aycock
2050776|East Neighborhood 1|Pegram
2051036|East Neighborhood 1|Bassett
2051568|East Neighborhood 4|Blackwell
2051972|East Neighborhood 2|Aycock
2052531|East Neighborhood 2|Wilson House
2067241|East Neighborhood 2|Giles
2077506|East Neighborhood 1|Brown
2081325|East Neighborhood 1|Bassett
2048453|East Neighborhood 2|Giles
2074756|East Neighborhood 4|Randolph
2083204|East Neighborhood 2|Jarvis
2072205|East Neighborhood 4|Blackwell
2046506|East Neighborhood 1|Pegram
2052174|East Neighborhood 4|Randolph
2075838|East Neighborhood 1|Pegram
2102283|Wannamaker Quad|Wannamaker
2075564|East Neighborhood 1|Bassett
2046149|East Neighborhood 4|Blackwell
2085348|East Neighborhood 3|Gilbert-Addoms
2050240|East Neighborhood 1|Bassett
2056913|East Neighborhood 4|Blackwell
2069214|East Neighborhood 2|Wilson House
2062902|East Neighborhood 4|Blackwell
2071911|East Neighborhood 4|Blackwell
2072242|East Neighborhood 3|Southgate
2056883|East Neighborhood 4|Bell Tower
2081351|East Neighborhood 1|Bassett
2089982|East Neighborhood 1|Alspaugh
2081223|East Neighborhood 4|Randolph
2086957|East Neighborhood 4|Blackwell
2062440|East Neighborhood 3|Southgate
2074466|East Neighborhood 1|Pegram
2088895|East Neighborhood 1|Brown
2089964|East Neighborhood 2|Jarvis
2081075|East Neighborhood 2|Wilson House
1995009|Keohane Quad|House 4E
2039902|Few Quad|House HH
2039911|Edens Quad|House 1A
2002833|Craven Quad|House T
2023857|Crowell Quad|House G
2029142|Wannamaker Quad|Wannamaker
2028283|Edens Quad|House 2A
1998935|Central Campus|2011 Yearby
1979821|Central Campus|206 Alexander
2021954|Keohane Quad|House 4E
2025934|East Neighborhood 2|Epworth
2007016|Central Campus|205 Alexander
1998777|Edens Quad|House 3A
1991664|Central Campus|1700 Pace
1998579|Central Campus|1708 Pace
2018878|Wannamaker Quad|Wannamaker
2015297|Central Campus|209 Anderson
2000727|Kilgo Quad|House M
2015298|East Neighborhood 1|Brown
2026438|Central Campus|1700 Pace
2010377|Few Quad|House FF
2053848|East Neighborhood 4|Blackwell
2054458|East Neighborhood 2|Aycock
2054472|East Neighborhood 2|Wilson House
2054562|East Neighborhood 2|Wilson House
2051008|East Neighborhood 4|Blackwell
2052668|East Neighborhood 4|Randolph
2055096|East Neighborhood 3|Gilbert-Addoms
2048813|East Neighborhood 1|Alspaugh
2049929|East Neighborhood 2|Aycock
2050971|East Neighborhood 2|Aycock
2054115|East Neighborhood 4|Bell Tower
2047897|East Neighborhood 2|Aycock
2048179|East Neighborhood 1|Bassett
2048736|East Neighborhood 2|Aycock
2048818|East Neighborhood 1|Bassett
2049526|East Neighborhood 4|Bell Tower
2049689|East Neighborhood 4|Bell Tower
2049726|East Neighborhood 2|Giles
2049858|East Neighborhood 4|Randolph
2049930|East Neighborhood 4|Bell Tower
2050607|East Neighborhood 4|Bell Tower
2077179|East Neighborhood 4|Blackwell
2072240|East Neighborhood 4|Randolph
2051753|East Neighborhood 4|Randolph
2066243|East Neighborhood 3|Southgate
2047018|East Neighborhood 1|Bassett
2072817|East Neighborhood 4|Blackwell
2071854|East Neighborhood 4|Bell Tower
2080667|East Neighborhood 2|Wilson House
2047338|East Neighborhood 1|Brown
2075561|East Neighborhood 2|Jarvis
2048628|East Neighborhood 1|Bassett
2075186|East Neighborhood 4|Randolph
2069907|East Neighborhood 3|Southgate
2072978|East Neighborhood 1|Pegram
2079421|East Neighborhood 1|Bassett
2049974|East Neighborhood 2|Giles
2080930|East Neighborhood 2|Giles
2080270|East Neighborhood 4|Randolph
2096596|Central Campus|301 Swift
2051867|East Neighborhood 2|Wilson House
2075157|East Neighborhood 2|Giles
2089322|East Neighborhood 3|Gilbert-Addoms
2073382|East Neighborhood 1|Alspaugh
2091446|East Neighborhood 4|Bell Tower
2064570|East Neighborhood 3|Southgate
2066351|East Neighborhood 1|Brown
2053865|East Neighborhood 1|Pegram
2069962|East Neighborhood 1|Bassett
2074239|East Neighborhood 2|Jarvis
2073547|East Neighborhood 1|Pegram
2082318|East Neighborhood 1|Pegram
2060764|East Neighborhood 3|Gilbert-Addoms
2064897|East Neighborhood 3|Southgate
2059049|East Neighborhood 1|Brown
2073598|East Neighborhood 1|Alspaugh
2090954|East Neighborhood 2|Giles
2072945|East Neighborhood 4|Randolph
2047253|East Neighborhood 4|Blackwell
2084534|East Neighborhood 3|Gilbert-Addoms
2084892|East Neighborhood 1|Brown
2057163|East Neighborhood 3|Southgate
2084570|East Neighborhood 1|Bassett
2039904|Keohane Quad|House 4B
2023254|Edens Quad|House 2C
2009557|East Neighborhood 3|Gilbert-Addoms
2002251|Central Campus|1913 Erwin
2005490|Central Campus|206 Alexander
2021830|Central Campus|2011 Yearby
2021091|Central Campus|2011 Yearby
1982140|Keohane Quad|House 4A
2022626|Keohane Quad|House 4B
2008027|Few Quad|House FF
2039005|Edens Quad|House 1A
2027476|Craven Quad|House D
1986785|Kilgo Quad|House P
2027810|Crowell Quad|House CC
2014840|Edens Quad|House 1C
2026874|Central Campus|1913 Erwin
2011548|Kilgo Quad|House K
2002955|Keohane Quad|House 4A
2004259|Crowell Quad|House BB
2028343|East Neighborhood 1|Brown
1957277|Few Quad|House GG
2019362|Edens Quad|House 3B
2050667|East Neighborhood 2|Wilson House
2050742|East Neighborhood 2|Wilson House
2050905|East Neighborhood 3|Gilbert-Addoms
2051311|East Neighborhood 2|Aycock
2051766|East Neighborhood 1|Bassett
2052637|East Neighborhood 2|Giles
2053887|East Neighborhood 1|Bassett
2048040|East Neighborhood 2|Wilson House
2049512|East Neighborhood 4|Bell Tower
2049640|East Neighborhood 3|Gilbert-Addoms
2049895|East Neighborhood 4|Bell Tower
2050564|East Neighborhood 4|Blackwell
2050977|East Neighborhood 1|Pegram
2051267|East Neighborhood 4|Blackwell
2053212|East Neighborhood 4|Randolph
2053258|East Neighborhood 3|Gilbert-Addoms
2053882|East Neighborhood 4|Blackwell
2051191|East Neighborhood 1|Bassett
2049836|East Neighborhood 3|Southgate
2051316|East Neighborhood 1|Pegram
2052415|East Neighborhood 4|Blackwell
2074211|East Neighborhood 4|Blackwell
2085313|East Neighborhood 1|Brown
2075320|East Neighborhood 3|Gilbert-Addoms
2056915|East Neighborhood 3|Southgate
2084071|East Neighborhood 3|Southgate
2078348|East Neighborhood 1|Brown
2051337|East Neighborhood 4|Randolph
2053324|East Neighborhood 1|Pegram
2080712|East Neighborhood 2|Wilson House
2073204|East Neighborhood 4|Randolph
2092290|East Neighborhood 3|Southgate
2073013|East Neighborhood 1|Pegram
2061456|East Neighborhood 4|Randolph
2068517|East Neighborhood 2|Giles
2078232|East Neighborhood 1|Alspaugh
2028996|East Neighborhood 1|Brown
2053977|East Neighborhood 2|Giles
2077533|East Neighborhood 1|Bassett
2063632|East Neighborhood 1|Brown
2079622|East Neighborhood 4|Randolph
2078310|East Neighborhood 4|Blackwell
2079787|East Neighborhood 2|Aycock
2087375|East Neighborhood 2|Giles
2078351|East Neighborhood 2|Giles
2053374|East Neighborhood 4|Randolph
2072028|East Neighborhood 4|Blackwell
2070407|East Neighborhood 4|Randolph
2064543|East Neighborhood 1|Bassett
2061506|East Neighborhood 2|Jarvis
2069825|East Neighborhood 1|Alspaugh
2068875|East Neighborhood 1|Alspaugh
2055331|East Neighborhood 1|Alspaugh
2057088|East Neighborhood 2|Aycock
2057610|East Neighborhood 2|Wilson House
2082417|East Neighborhood 2|Wilson House
2087014|East Neighborhood 4|Blackwell
2081851|East Neighborhood 1|Alspaugh
2077164|East Neighborhood 4|Bell Tower
2082320|East Neighborhood 1|Alspaugh
2085146|East Neighborhood 1|Pegram
2085175|East Neighborhood 3|Southgate
2061408|East Neighborhood 1|Pegram
2004037|Kilgo Quad|House L
1987060|Edens Quad|House 3B
2010190|Few Quad|House GG
2012940|Central Campus|221 Anderson
2023542|Few Quad|House GG
2007961|Keohane Quad|House 4E
2039547|Central Campus|1905 Erwin
1924114|Crowell Quad|House CC
2022547|East Neighborhood 3|Gilbert-Addoms
2025026|East Neighborhood 2|Aycock
2000914|Wannamaker Quad|Wannamaker
2022909|Central Campus|1914 Lewis
1977918|Craven Quad|House T
2003387|Keohane Quad|House 4E
2020731|Kilgo Quad|House J
2020102|Few Quad|House GG
1982432|Kilgo Quad|House M
2013175|Central Campus|1712 Pace
2015352|Central Campus|2011 Yearby
2022155|Keohane Quad|House 4B
2010681|Keohane Quad|House 4E
2025829|Keohane Quad|House 4E
2050968|East Neighborhood 3|Gilbert-Addoms
2049790|East Neighborhood 4|Bell Tower
2051198|East Neighborhood 4|Randolph
2048643|East Neighborhood 4|Blackwell
2051193|East Neighborhood 3|Gilbert-Addoms
2051236|East Neighborhood 1|Alspaugh
2051364|East Neighborhood 3|Gilbert-Addoms
2051704|East Neighborhood 1|Bassett
2052553|East Neighborhood 1|Alspaugh
2048265|East Neighborhood 1|Pegram
2048953|East Neighborhood 1|Alspaugh
